text,emotion,clean_text
i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected,joy,also given several shiny present friend really rather cool actually prefer late birthday present early one extends period feeling beloved significant segment sundry unexpected
i am feeling nostalgic more than anything,love,feeling nostalgic anything
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,anger,might able recreate feeling get back cold fog awaits tomorrow night
i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,joy,spend energy making world live better place everything power kick people feel superior others dont challenge
i didn t feel very faithful at that point,joy,feel faithful point
i feel its a reminder that im taking care of something so precious and need to treat myself better,joy,feel reminder im taking care something precious need treat better
i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out,love,really felt quite good safe baby home although always risk still feel blessed everything turned
i feel like i can trust my faithful blogstalkers,love,feel like trust faithful blogstalkers
i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,sadness,battling desire move away wanting rude seriously feeling disturbed nearness
i feel like i am despised,anger,feel like despised
i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,fear,feel like gaining strength quickly could probably start ease back running pretty much scared silly
